human,human_voice,life,nature,song,others,sec,pred_voice,men,women,pred_gender
0.1,0.1,0.0,0.0,0.8,0.1,716.7,song,0.1,0.9,read_women
0.0,0.2,0.0,0.0,0.8,0.0,716.8,song,0.1,0.9,read_women
0.2,0.1,0.0,0.0,0.7,0.2,716.9,song,0.2,0.8,read_women
0.4,0.1,0.0,0.0,0.5,0.4,717.0,song,0.3,0.7,read_women
0.3,0.1,0.0,0.0,0.6,0.3,717.1,song,0.2,0.8,read_women
0.3,0.1,0.0,0.0,0.6,0.3,717.2,song,0.2,0.8,read_women
0.3,0.0,0.1,0.0,0.6,0.4,717.3,song,0.2,0.8,read_women
0.4,0.1,0.1,0.0,0.4,0.5,717.4,human,0.2,0.8,read_women
0.3,0.0,0.1,0.0,0.6,0.4,717.5,song,0.2,0.8,read_women
0.4,0.2,0.1,0.0,0.3,0.5,717.6,human,0.2,0.8,read_women
0.4,0.2,0.1,0.0,0.3,0.5,717.7,human,0.2,0.8,read_women
0.3,0.3,0.1,0.0,0.3,0.4,717.8,human,0.3,0.7,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,717.9,human_voice,0.3,0.7,read_women
0.2,0.4,0.1,0.1,0.2,0.4,718.0,human_voice,0.4,0.6,read_women
0.1,0.4,0.1,0.1,0.3,0.30000000000000004,718.1,human_voice,0.3,0.7,read_women
0.6,0.1,0.0,0.1,0.2,0.7,718.2,human,0.2,0.8,read_women
0.4,0.5,0.0,0.1,0.0,0.5,718.3,human_voice,0.3,0.7,read_women
0.4,0.5,0.0,0.0,0.1,0.4,718.4,human_voice,0.3,0.7,read_women
0.2,0.7,0.0,0.0,0.1,0.2,718.5,human_voice,0.2,0.8,read_women
0.2,0.7,0.0,0.0,0.1,0.2,718.6,human_voice,0.1,0.9,read_women
0.2,0.7,0.0,0.0,0.1,0.2,718.7,human_voice,0.1,0.9,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,718.8,human_voice,0.2,0.8,read_women
0.3,0.3,0.2,0.0,0.2,0.5,718.9,human,0.1,0.9,read_women
0.3,0.2,0.3,0.0,0.2,0.6,719.0,human,0.0,1.0,read_women
0.1,0.3,0.3,0.0,0.3,0.4,719.1,human_voice,0.0,1.0,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,719.2,song,0.3,0.7,read_women
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,719.3,song,0.5,0.5,read_men
0.0,0.4,0.1,0.0,0.5,0.1,719.4,song,0.5,0.5,read_men
0.1,0.3,0.1,0.0,0.5,0.2,719.5,song,0.4,0.6,read_women
0.1,0.5,0.1,0.0,0.3,0.2,719.6,human_voice,0.2,0.8,read_women
0.1,0.6,0.1,0.0,0.2,0.2,719.7,human_voice,0.3,0.7,read_women
0.3,0.4,0.0,0.0,0.3,0.3,719.8,human_voice,0.4,0.6,read_women
0.2,0.5,0.0,0.0,0.3,0.2,719.9,human_voice,0.3,0.7,read_women
0.3,0.4,0.0,0.0,0.3,0.3,720.0,human_voice,0.2,0.8,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,720.1,song,0.3,0.7,read_women
0.2,0.2,0.3,0.0,0.3,0.5,720.2,life,0.3,0.7,read_women
0.1,0.2,0.2,0.1,0.4,0.4,720.3,song,0.5,0.5,read_men
0.0,0.3,0.2,0.1,0.4,0.30000000000000004,720.4,song,0.5,0.5,read_men
0.1,0.2,0.3,0.1,0.3,0.5,720.5,life,0.4,0.6,read_women
0.1,0.1,0.3,0.1,0.4,0.5,720.6,song,0.4,0.6,read_women
0.0,0.2,0.1,0.1,0.6,0.2,720.7,song,0.4,0.6,read_women
0.0,0.4,0.1,0.1,0.4,0.2,720.8,human_voice,0.4,0.6,read_women
0.0,0.3,0.1,0.0,0.6,0.1,720.9,song,0.5,0.5,read_men
0.0,0.1,0.1,0.0,0.8,0.1,721.0,song,0.3,0.7,read_women
0.0,0.2,0.1,0.0,0.7,0.1,721.1,song,0.3,0.7,read_women
0.0,0.1,0.2,0.0,0.7,0.2,721.2,song,0.3,0.7,read_women
0.0,0.2,0.1,0.0,0.7,0.1,721.3,song,0.3,0.7,read_women
0.0,0.2,0.2,0.0,0.6,0.2,721.4,song,0.3,0.7,read_women
0.0,0.2,0.3,0.0,0.5,0.3,721.5,song,0.6,0.4,read_men
0.0,0.4,0.2,0.0,0.4,0.2,721.6,human_voice,0.6,0.4,read_men
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,721.7,song,0.6,0.4,read_men
0.3,0.4,0.1,0.0,0.2,0.4,721.8,human_voice,0.6,0.4,read_men
0.1,0.4,0.1,0.0,0.4,0.2,721.9,human_voice,0.3,0.7,read_women
0.1,0.4,0.2,0.0,0.3,0.30000000000000004,722.0,human_voice,0.3,0.7,read_women
0.1,0.5,0.2,0.0,0.2,0.30000000000000004,722.1,human_voice,0.3,0.7,read_women
0.1,0.5,0.2,0.0,0.2,0.30000000000000004,722.2,human_voice,0.3,0.7,read_women
0.1,0.5,0.3,0.0,0.1,0.4,722.3,human_voice,0.3,0.7,read_women
0.1,0.5,0.3,0.0,0.1,0.4,722.4,human_voice,0.3,0.7,read_women
0.3,0.5,0.2,0.0,0.0,0.5,722.5,human_voice,0.3,0.7,read_women
0.3,0.3,0.3,0.0,0.1,0.6,722.6,human,0.4,0.6,read_women
0.4,0.4,0.2,0.0,0.0,0.6000000000000001,722.7,human,0.4,0.6,read_women
0.5,0.2,0.1,0.1,0.1,0.7,722.8,human,0.4,0.6,read_women
0.5,0.2,0.2,0.0,0.1,0.7,722.9,human,0.4,0.6,read_women
0.5,0.2,0.2,0.1,0.0,0.7999999999999999,723.0,human,0.4,0.6,read_women
0.4,0.1,0.2,0.1,0.2,0.7000000000000001,723.1,human,0.3,0.7,read_women
0.4,0.0,0.3,0.0,0.3,0.7,723.2,human,0.3,0.7,read_women
0.3,0.2,0.3,0.1,0.1,0.7,723.3,human,0.4,0.6,read_women
0.4,0.1,0.3,0.0,0.2,0.7,723.4,human,0.5,0.5,read_men
0.4,0.1,0.3,0.0,0.2,0.7,723.5,human,0.2,0.8,read_women
0.4,0.3,0.1,0.1,0.1,0.6,723.6,human,0.3,0.7,read_women
0.4,0.1,0.4,0.0,0.1,0.8,723.7,human,0.3,0.7,read_women
0.4,0.0,0.4,0.0,0.2,0.8,723.8,human,0.3,0.7,read_women
0.4,0.2,0.1,0.0,0.3,0.5,723.9,human,0.4,0.6,read_women
0.3,0.0,0.3,0.0,0.4,0.6,724.0,song,0.4,0.6,read_women
0.2,0.1,0.3,0.0,0.4,0.5,724.1,song,0.4,0.6,read_women
0.3,0.2,0.1,0.0,0.4,0.4,724.2,song,0.4,0.6,read_women
0.2,0.0,0.3,0.0,0.5,0.5,724.3,song,0.4,0.6,read_women
0.3,0.0,0.4,0.0,0.3,0.7,724.4,life,0.5,0.5,read_men
0.3,0.0,0.4,0.0,0.3,0.7,724.5,life,0.5,0.5,read_men
0.4,0.0,0.3,0.0,0.3,0.7,724.6,human,0.5,0.5,read_men
0.3,0.0,0.2,0.0,0.5,0.5,724.7,song,0.5,0.5,read_men
0.3,0.1,0.1,0.0,0.5,0.4,724.8,song,0.5,0.5,read_men
0.2,0.0,0.3,0.0,0.5,0.5,724.9,song,0.5,0.5,read_men
0.1,0.1,0.3,0.0,0.5,0.4,725.0,song,0.5,0.5,read_men
0.0,0.2,0.4,0.0,0.4,0.4,725.1,life,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,725.2,song,0.5,0.5,read_men
0.1,0.2,0.1,0.0,0.6,0.2,725.3,song,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,725.4,song,0.5,0.5,read_men
0.3,0.1,0.0,0.0,0.6,0.3,725.5,song,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,725.6,song,0.5,0.5,read_men
0.3,0.1,0.0,0.0,0.6,0.3,725.7,song,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,725.8,song,0.5,0.5,read_men
0.2,0.2,0.3,0.0,0.3,0.5,725.9,life,0.4,0.6,read_women
0.2,0.3,0.3,0.0,0.2,0.5,726.0,human_voice,0.4,0.6,read_women
0.2,0.3,0.2,0.0,0.3,0.4,726.1,human_voice,0.6,0.4,read_men
0.3,0.2,0.2,0.0,0.3,0.5,726.2,human,0.6,0.4,read_men
0.3,0.2,0.2,0.0,0.3,0.5,726.3,human,0.7,0.3,read_men
0.3,0.2,0.3,0.0,0.2,0.6,726.4,human,0.6,0.4,read_men
0.1,0.3,0.4,0.0,0.2,0.5,726.5,life,0.5,0.5,read_men
0.1,0.2,0.4,0.0,0.3,0.5,726.6,life,0.6,0.4,read_men
0.1,0.2,0.4,0.0,0.3,0.5,726.7,life,0.4,0.6,read_women
0.2,0.4,0.1,0.1,0.2,0.4,726.8,human_voice,0.3,0.7,read_women
0.2,0.3,0.1,0.1,0.3,0.4,726.9,human_voice,0.3,0.7,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,727.0,human_voice,0.5,0.5,read_men
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,727.1,song,0.5,0.5,read_men
0.2,0.3,0.1,0.1,0.3,0.4,727.2,human_voice,0.5,0.5,read_men
0.1,0.2,0.2,0.1,0.4,0.4,727.3,song,0.5,0.5,read_men
0.1,0.2,0.2,0.1,0.4,0.4,727.4,song,0.4,0.6,read_women
0.1,0.2,0.2,0.1,0.4,0.4,727.5,song,0.4,0.6,read_women
0.1,0.2,0.3,0.0,0.4,0.4,727.6,song,0.3,0.7,read_women
0.2,0.2,0.2,0.0,0.4,0.4,727.7,song,0.3,0.7,read_women
0.0,0.1,0.3,0.0,0.6,0.3,727.8,song,0.4,0.6,read_women
0.4,0.0,0.3,0.0,0.3,0.7,727.9,human,0.3,0.7,read_women
0.3,0.0,0.2,0.0,0.5,0.5,728.0,song,0.3,0.7,read_women
0.3,0.0,0.2,0.0,0.5,0.5,728.1,song,0.3,0.7,read_women
0.2,0.0,0.3,0.0,0.5,0.5,728.2,song,0.3,0.7,read_women
0.2,0.0,0.2,0.1,0.5,0.5,728.3,song,0.4,0.6,read_women
0.1,0.1,0.3,0.1,0.4,0.5,728.4,song,0.3,0.7,read_women
0.1,0.1,0.4,0.0,0.4,0.5,728.5,life,0.4,0.6,read_women
0.1,0.1,0.4,0.0,0.4,0.5,728.6,life,0.4,0.6,read_women
0.2,0.1,0.4,0.0,0.3,0.6000000000000001,728.7,life,0.3,0.7,read_women
0.2,0.1,0.3,0.0,0.4,0.5,728.8,song,0.4,0.6,read_women
0.2,0.1,0.3,0.0,0.4,0.5,728.9,song,0.5,0.5,read_men
0.1,0.3,0.2,0.1,0.3,0.4,729.0,human_voice,0.4,0.6,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,729.1,song,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,729.2,song,0.4,0.6,read_women
0.3,0.0,0.1,0.0,0.6,0.4,729.3,song,0.3,0.7,read_women
0.0,0.1,0.0,0.1,0.8,0.1,729.4,song,0.2,0.8,read_women
0.0,0.1,0.0,0.0,0.9,0.0,729.5,song,0.2,0.8,read_women
0.0,0.2,0.0,0.0,0.8,0.0,729.6,song,0.3,0.7,read_women
0.0,0.2,0.0,0.0,0.8,0.0,729.7,song,0.2,0.8,read_women
0.1,0.2,0.0,0.0,0.7,0.1,729.8,song,0.3,0.7,read_women
0.0,0.5,0.0,0.0,0.5,0.0,729.9,human_voice,0.2,0.8,read_women
0.1,0.1,0.0,0.0,0.8,0.1,730.0,song,0.2,0.8,read_women
0.3,0.1,0.1,0.0,0.5,0.4,730.1,song,0.1,0.9,read_women
0.1,0.2,0.0,0.1,0.6,0.2,730.2,song,0.1,0.9,read_women
0.1,0.4,0.0,0.0,0.5,0.1,730.3,song,0.1,0.9,read_women
0.1,0.4,0.0,0.1,0.4,0.2,730.4,human_voice,0.1,0.9,read_women
0.1,0.3,0.0,0.1,0.5,0.2,730.5,song,0.1,0.9,read_women
0.3,0.2,0.1,0.0,0.4,0.4,730.6,song,0.1,0.9,read_women
0.1,0.4,0.1,0.0,0.4,0.2,730.7,human_voice,0.1,0.9,read_women
0.1,0.4,0.1,0.0,0.4,0.2,730.8,human_voice,0.1,0.9,read_women
0.1,0.4,0.2,0.0,0.3,0.30000000000000004,730.9,human_voice,0.1,0.9,read_women
0.2,0.3,0.2,0.0,0.3,0.4,731.0,human_voice,0.1,0.9,read_women
0.4,0.3,0.0,0.0,0.3,0.4,731.1,human,0.1,0.9,read_women
0.1,0.3,0.3,0.0,0.3,0.4,731.2,human_voice,0.1,0.9,read_women
0.2,0.3,0.3,0.0,0.2,0.5,731.3,human_voice,0.1,0.9,read_women
0.3,0.1,0.3,0.0,0.3,0.6,731.4,human,0.1,0.9,read_women
0.5,0.2,0.0,0.0,0.3,0.5,731.5,human,0.1,0.9,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,731.6,human,0.1,0.9,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,731.7,human,0.1,0.9,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,731.8,human,0.2,0.8,read_women
0.6,0.1,0.0,0.0,0.3,0.6,731.9,human,0.2,0.8,read_women
0.5,0.1,0.0,0.0,0.4,0.5,732.0,human,0.2,0.8,read_women
0.3,0.1,0.1,0.1,0.4,0.5,732.1,song,0.2,0.8,read_women
0.3,0.3,0.1,0.0,0.3,0.4,732.2,human,0.2,0.8,read_women
0.3,0.2,0.3,0.0,0.2,0.6,732.3,human,0.1,0.9,read_women
0.5,0.2,0.2,0.0,0.1,0.7,732.4,human,0.1,0.9,read_women
0.5,0.2,0.1,0.0,0.2,0.6,732.5,human,0.1,0.9,read_women
0.3,0.4,0.2,0.0,0.1,0.5,732.6,human_voice,0.2,0.8,read_women
0.3,0.4,0.1,0.0,0.2,0.4,732.7,human_voice,0.1,0.9,read_women
0.1,0.4,0.1,0.0,0.4,0.2,732.8,human_voice,0.3,0.7,read_women
0.0,0.4,0.2,0.0,0.4,0.2,732.9,human_voice,0.1,0.9,read_women
0.1,0.5,0.0,0.0,0.4,0.1,733.0,human_voice,0.0,1.0,read_women
0.2,0.5,0.0,0.0,0.3,0.2,733.1,human_voice,0.1,0.9,read_women
0.3,0.2,0.1,0.0,0.4,0.4,733.2,song,0.3,0.7,read_women
0.3,0.2,0.1,0.0,0.4,0.4,733.3,song,0.2,0.8,read_women
0.3,0.3,0.1,0.0,0.3,0.4,733.4,human,0.3,0.7,read_women
0.4,0.3,0.0,0.0,0.3,0.4,733.5,human,0.4,0.6,read_women
0.4,0.1,0.0,0.0,0.5,0.4,733.6,song,0.3,0.7,read_women
0.3,0.3,0.0,0.0,0.4,0.3,733.7,song,0.1,0.9,read_women
0.4,0.4,0.0,0.0,0.2,0.4,733.8,human,0.2,0.8,read_women
0.3,0.4,0.0,0.0,0.3,0.3,733.9,human_voice,0.0,1.0,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,734.0,song,0.3,0.7,read_women
0.2,0.6,0.0,0.0,0.2,0.2,734.1,human_voice,0.2,0.8,read_women
0.1,0.4,0.0,0.1,0.4,0.2,734.2,human_voice,0.3,0.7,read_women
0.2,0.4,0.0,0.1,0.3,0.30000000000000004,734.3,human_voice,0.3,0.7,read_women
0.3,0.3,0.0,0.0,0.4,0.3,734.4,song,0.2,0.8,read_women
0.4,0.2,0.0,0.0,0.4,0.4,734.5,human,0.3,0.7,read_women
0.4,0.2,0.2,0.0,0.2,0.6000000000000001,734.6,human,0.2,0.8,read_women
0.4,0.2,0.2,0.0,0.2,0.6000000000000001,734.7,human,0.2,0.8,read_women
0.5,0.1,0.2,0.0,0.2,0.7,734.8,human,0.3,0.7,read_women
0.5,0.1,0.2,0.0,0.2,0.7,734.9,human,0.2,0.8,read_women
0.3,0.2,0.2,0.0,0.3,0.5,735.0,human,0.2,0.8,read_women
0.2,0.1,0.2,0.0,0.5,0.4,735.1,song,0.2,0.8,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,735.2,human,0.2,0.8,read_women
0.4,0.0,0.2,0.0,0.4,0.6000000000000001,735.3,human,0.2,0.8,read_women
0.4,0.0,0.1,0.1,0.4,0.6,735.4,human,0.2,0.8,read_women
0.4,0.0,0.0,0.1,0.5,0.5,735.5,song,0.2,0.8,read_women
0.5,0.0,0.1,0.1,0.3,0.7,735.6,human,0.2,0.8,read_women
0.3,0.0,0.2,0.0,0.5,0.5,735.7,song,0.2,0.8,read_women
0.3,0.2,0.1,0.0,0.4,0.4,735.8,song,0.2,0.8,read_women
0.2,0.3,0.2,0.0,0.3,0.4,735.9,human_voice,0.2,0.8,read_women
0.0,0.4,0.1,0.0,0.5,0.1,736.0,song,0.1,0.9,read_women
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,736.1,song,0.1,0.9,read_women
0.1,0.3,0.3,0.0,0.3,0.4,736.2,human_voice,0.4,0.6,read_women
0.1,0.4,0.1,0.0,0.4,0.2,736.3,human_voice,0.4,0.6,read_women
0.3,0.2,0.2,0.0,0.3,0.5,736.4,human,0.4,0.6,read_women
0.3,0.2,0.2,0.0,0.3,0.5,736.5,human,0.4,0.6,read_women
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,736.6,song,0.6,0.4,read_men
0.1,0.2,0.1,0.0,0.6,0.2,736.7,song,0.6,0.4,read_men
0.1,0.2,0.1,0.0,0.6,0.2,736.8,song,0.6,0.4,read_men
0.0,0.2,0.2,0.0,0.6,0.2,736.9,song,0.6,0.4,read_men
0.1,0.2,0.1,0.0,0.6,0.2,737.0,song,0.7,0.3,read_men
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,737.1,song,0.7,0.3,read_men
0.1,0.1,0.2,0.0,0.6,0.30000000000000004,737.2,song,0.6,0.4,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,737.3,song,0.7,0.3,read_men
0.1,0.1,0.1,0.0,0.7,0.2,737.4,song,0.7,0.3,read_men
0.3,0.2,0.2,0.0,0.3,0.5,737.5,human,0.8,0.2,read_men
0.3,0.3,0.2,0.0,0.2,0.5,737.6,human,0.7,0.3,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,737.7,song,0.6,0.4,read_men
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,737.8,human_voice,0.5,0.5,read_men
0.4,0.5,0.0,0.0,0.1,0.4,737.9,human_voice,0.5,0.5,read_men
0.6,0.0,0.2,0.0,0.2,0.8,738.0,human,0.6,0.4,read_men
0.6,0.1,0.0,0.0,0.3,0.6,738.1,human,0.5,0.5,read_men
0.4,0.4,0.0,0.0,0.2,0.4,738.2,human,0.5,0.5,read_men
0.6,0.2,0.0,0.0,0.2,0.6,738.3,human,0.5,0.5,read_men
0.5,0.3,0.0,0.0,0.2,0.5,738.4,human,0.5,0.5,read_men
0.5,0.2,0.1,0.0,0.2,0.6,738.5,human,0.4,0.6,read_women
0.5,0.1,0.2,0.0,0.2,0.7,738.6,human,0.4,0.6,read_women
0.5,0.2,0.2,0.0,0.1,0.7,738.7,human,0.4,0.6,read_women
0.5,0.1,0.3,0.0,0.1,0.8,738.8,human,0.4,0.6,read_women
0.5,0.2,0.2,0.0,0.1,0.7,738.9,human,0.4,0.6,read_women
0.5,0.2,0.2,0.0,0.1,0.7,739.0,human,0.4,0.6,read_women
0.6,0.2,0.1,0.0,0.1,0.7,739.1,human,0.3,0.7,read_women
0.4,0.3,0.2,0.0,0.1,0.6000000000000001,739.2,human,0.3,0.7,read_women
0.3,0.2,0.2,0.0,0.3,0.5,739.3,human,0.4,0.6,read_women
0.4,0.3,0.1,0.0,0.2,0.5,739.4,human,0.4,0.6,read_women
0.3,0.3,0.3,0.0,0.1,0.6,739.5,human,0.4,0.6,read_women
0.2,0.2,0.4,0.0,0.2,0.6000000000000001,739.6,life,0.5,0.5,read_men
0.2,0.2,0.3,0.0,0.3,0.5,739.7,life,0.5,0.5,read_men
0.2,0.2,0.3,0.0,0.3,0.5,739.8,life,0.6,0.4,read_men
0.3,0.0,0.3,0.1,0.3,0.7,739.9,human,0.5,0.5,read_men
0.1,0.0,0.5,0.0,0.4,0.6,740.0,life,0.4,0.6,read_women
0.1,0.2,0.4,0.0,0.3,0.5,740.1,life,0.4,0.6,read_women
0.2,0.0,0.2,0.0,0.6,0.4,740.2,song,0.2,0.8,read_women
0.2,0.1,0.2,0.0,0.5,0.4,740.3,song,0.4,0.6,read_women
0.1,0.1,0.2,0.0,0.6,0.30000000000000004,740.4,song,0.4,0.6,read_women
0.1,0.1,0.1,0.0,0.7,0.2,740.5,song,0.4,0.6,read_women
0.1,0.2,0.1,0.0,0.6,0.2,740.6,song,0.4,0.6,read_women
0.1,0.1,0.2,0.0,0.6,0.30000000000000004,740.7,song,0.3,0.7,read_women
0.2,0.2,0.2,0.0,0.4,0.4,740.8,song,0.3,0.7,read_women
0.2,0.1,0.2,0.0,0.5,0.4,740.9,song,0.3,0.7,read_women
0.1,0.1,0.1,0.0,0.7,0.2,741.0,song,0.2,0.8,read_women
0.1,0.2,0.1,0.0,0.6,0.2,741.1,song,0.2,0.8,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,741.2,song,0.2,0.8,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,741.3,song,0.2,0.8,read_women
0.1,0.1,0.1,0.1,0.6,0.30000000000000004,741.4,song,0.2,0.8,read_women
0.1,0.1,0.1,0.1,0.6,0.30000000000000004,741.5,song,0.1,0.9,read_women
0.0,0.3,0.3,0.0,0.4,0.3,741.6,song,0.1,0.9,read_women
0.1,0.3,0.3,0.0,0.3,0.4,741.7,human_voice,0.2,0.8,read_women
0.1,0.3,0.3,0.0,0.3,0.4,741.8,human_voice,0.2,0.8,read_women
0.2,0.2,0.1,0.1,0.4,0.4,741.9,song,0.3,0.7,read_women
0.1,0.4,0.2,0.1,0.2,0.4,742.0,human_voice,0.3,0.7,read_women
0.1,0.2,0.3,0.2,0.2,0.6000000000000001,742.1,life,0.3,0.7,read_women
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,742.2,song,0.4,0.6,read_women
0.1,0.1,0.1,0.2,0.5,0.4,742.3,song,0.3,0.7,read_women
0.1,0.1,0.1,0.1,0.6,0.30000000000000004,742.4,song,0.3,0.7,read_women
0.3,0.1,0.3,0.0,0.3,0.6,742.5,human,0.3,0.7,read_women
0.3,0.1,0.2,0.0,0.4,0.5,742.6,song,0.3,0.7,read_women
0.3,0.1,0.2,0.0,0.4,0.5,742.7,song,0.3,0.7,read_women
0.4,0.3,0.2,0.0,0.1,0.6000000000000001,742.8,human,0.3,0.7,read_women
0.1,0.4,0.2,0.1,0.2,0.4,742.9,human_voice,0.2,0.8,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,743.0,human_voice,0.2,0.8,read_women
0.1,0.2,0.2,0.1,0.4,0.4,743.1,song,0.3,0.7,read_women
0.1,0.3,0.2,0.1,0.3,0.4,743.2,human_voice,0.3,0.7,read_women
0.2,0.2,0.2,0.1,0.3,0.5,743.3,song,0.2,0.8,read_women
0.0,0.1,0.4,0.0,0.5,0.4,743.4,song,0.2,0.8,read_women
0.0,0.1,0.5,0.0,0.4,0.5,743.5,life,0.2,0.8,read_women
0.0,0.0,0.5,0.0,0.5,0.5,743.6,life,0.2,0.8,read_women
0.0,0.1,0.4,0.0,0.5,0.4,743.7,song,0.2,0.8,read_women
0.1,0.1,0.4,0.0,0.4,0.5,743.8,life,0.2,0.8,read_women
0.1,0.1,0.4,0.0,0.4,0.5,743.9,life,0.2,0.8,read_women
0.2,0.1,0.3,0.0,0.4,0.5,744.0,song,0.3,0.7,read_women
0.3,0.2,0.1,0.0,0.4,0.4,744.1,song,0.3,0.7,read_women
0.4,0.3,0.1,0.0,0.2,0.5,744.2,human,0.4,0.6,read_women
0.3,0.2,0.1,0.0,0.4,0.4,744.3,song,0.4,0.6,read_women
0.3,0.3,0.1,0.0,0.3,0.4,744.4,human,0.5,0.5,read_men
0.4,0.2,0.1,0.0,0.3,0.5,744.5,human,0.4,0.6,read_women
0.3,0.4,0.1,0.0,0.2,0.4,744.6,human_voice,0.3,0.7,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,744.7,human_voice,0.3,0.7,read_women
0.3,0.3,0.2,0.0,0.2,0.5,744.8,human,0.4,0.6,read_women
0.3,0.3,0.2,0.0,0.2,0.5,744.9,human,0.3,0.7,read_women
0.5,0.2,0.1,0.0,0.2,0.6,745.0,human,0.4,0.6,read_women
0.4,0.0,0.3,0.0,0.3,0.7,745.1,human,0.4,0.6,read_women
0.5,0.0,0.3,0.0,0.2,0.8,745.2,human,0.3,0.7,read_women
0.4,0.0,0.2,0.0,0.4,0.6000000000000001,745.3,human,0.4,0.6,read_women
0.2,0.0,0.2,0.0,0.6,0.4,745.4,song,0.4,0.6,read_women
0.3,0.0,0.2,0.0,0.5,0.5,745.5,song,0.3,0.7,read_women
0.4,0.0,0.1,0.0,0.5,0.5,745.6,song,0.3,0.7,read_women
0.3,0.0,0.2,0.0,0.5,0.5,745.7,song,0.4,0.6,read_women
0.3,0.1,0.4,0.0,0.2,0.7,745.8,life,0.2,0.8,read_women
0.5,0.1,0.3,0.0,0.1,0.8,745.9,human,0.4,0.6,read_women
0.4,0.3,0.1,0.0,0.2,0.5,746.0,human,0.3,0.7,read_women
0.3,0.4,0.1,0.0,0.2,0.4,746.1,human_voice,0.3,0.7,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,746.2,song,0.3,0.7,read_women
0.1,0.6,0.0,0.0,0.3,0.1,746.3,human_voice,0.2,0.8,read_women
0.3,0.5,0.0,0.0,0.2,0.3,746.4,human_voice,0.1,0.9,read_women
0.5,0.3,0.0,0.0,0.2,0.5,746.5,human,0.2,0.8,read_women
0.4,0.3,0.1,0.0,0.2,0.5,746.6,human,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,746.7,song,0.4,0.6,read_women
0.4,0.1,0.1,0.0,0.4,0.5,746.8,human,0.4,0.6,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,746.9,human,0.5,0.5,read_men
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,747.0,song,0.4,0.6,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,747.1,song,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,747.2,song,0.5,0.5,read_men
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,747.3,song,0.3,0.7,read_women
0.3,0.2,0.1,0.0,0.4,0.4,747.4,song,0.4,0.6,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,747.5,song,0.3,0.7,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,747.6,song,0.4,0.6,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,747.7,song,0.4,0.6,read_women
0.2,0.2,0.0,0.0,0.6,0.2,747.8,song,0.3,0.7,read_women
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,747.9,song,0.4,0.6,read_women
0.2,0.2,0.2,0.0,0.4,0.4,748.0,song,0.4,0.6,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,748.1,song,0.3,0.7,read_women
0.2,0.2,0.1,0.1,0.4,0.4,748.2,song,0.5,0.5,read_men
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,748.3,song,0.5,0.5,read_men
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,748.4,song,0.4,0.6,read_women
0.1,0.3,0.0,0.1,0.5,0.2,748.5,song,0.4,0.6,read_women
